35;Cl. Brugge;-1;6900.0;8600.0;10150.0
36;Mouscron;6;4150.0;4000.0;4100.0
37;Gent;24;5550.0;15700.0;18250.0
38;Eupen;-1;3600.0;5600.0;4350.0
39;Genk;-1;7700.0;6250.0;6350.0
40;Kortrijk;-1;7550.0;6000.0;7600.0
41;Mechelen;-1;3300.0;8300.0;6850.0
42;Oostende;24;4850.0;13500.0;12750.0
43;Antwerp;-1;6800.0;13650.0;11250.0
44;Anderlecht;20;9700.0;8200.0;9950.0
45;St. Truiden;6;4000.0;6550.0;5750.0
46;Charleroi;-1;3950.0;7250.0;7400.0
47;Lokeren;-1;4250.0;7500.0;7950.0
48;Standard;24;12350.0;13350.0;15600.0
49;Waasland-Beveren;-1;3450.0;8150.0;8850.0
50;Waregem;-1;4100.0;6450.0;6200.0
