249;Aston Villa;24;17200.0;11300.0;12150.0
250;Barnsley;-1;5350.0;3950.0;5000.0
251;Birmingham;-1;8500.0;6000.0;7150.0
252;Bolton;-1;6450.0;7350.0;6000.0
253;Brentford;-1;5750.0;6050.0;5850.0
254;Bristol City;5;5700.0;3500.0;5050.0
255;Burton;6;6900.0;5200.0;5900.0
256;Cardiff;-1;8150.0;6650.0;8250.0
257;Derby;20;17800.0;10000.0;9950.0
258;Fulham;18;15400.0;11100.0;13450.0
259;Hull City;-1;6900.0;6200.0;6100.0
260;Ipswich;-1;8200.0;5500.0;6000.0
261;Leeds;6;5300.0;4600.0;5800.0
262;Middlesbrough;20;17800.0;8550.0;12100.0
263;Millwall;16;4950.0;3900.0;4150.0
264;Nottingham Forest;6;10050.0;6650.0;8600.0
265;Norwich;-1;10450.0;5500.0;6400.0
266;Preston;-1;6050.0;4100.0;5650.0
267;QPR;-1;11000.0;6550.0;8500.0
268;Reading;-1;12500.0;6600.0;7800.0
269;Sheffield United;6;7100.0;4800.0;8100.0
270;Sheffield Wednesday;18;14100.0;6850.0;8550.0
271;Sunderland;24;9600.0;8300.0;11900.0
272;Wolves;18;8900.0;6350.0;9800.0
