231;ADO;5;7150.0;4450.0;4650.0
232;Ajax;23;10350.0;7900.0;9050.0
233;AZ;-1;12850.0;9300.0;11300.0
234;Excelsior;-1;9050.0;6750.0;8250.0
235;Feyenoord;20;10000.0;8300.0;8050.0
236;Groningen;-1;20200.0;11200.0;12950.0
237;Heerenveen;-1;18650.0;6800.0;8050.0
238;Heracles;-1;5150.0;4050.0;4600.0
239;NAC Breda;16;3800.0;5950.0;3500.0
240;PEC Zwolle;-1;11250.0;5800.0;6650.0
241;PSV;20;11450.0;7200.0;9550.0
242;Roda JC;-1;7250.0;5150.0;6150.0
243;Sparta;-1;5300.0;6150.0;4200.0
244;Twente;5;5450.0;4400.0;4550.0
245;Utrecht;-1;7900.0;6050.0;5050.0
246;Vitesse;5;10850.0;4350.0;5300.0
247;VVV-Venlo;-1;8300.0;5600.0;7200.0
248;Willem II;16;5900.0;4550.0;5400.0
