165;Belenenses;-1;12300.0;8850.0;8500.0
166;SL Benfica;23;12550.0;9750.0;9450.0
167;Boavista;-1;8850.0;6850.0;6300.0
168;SC Braga;20;10750.0;6150.0;6500.0
169;Marítimo;24;27550.0;15950.0;20150.0
170;Vila das Aves;5;12000.0;7000.0;8600.0
171;Chaves;18;14400.0;8600.0;10450.0
172;Estoril Praia;6;7850.0;5050.0;6050.0
173;Feirense;-1;7850.0;10650.0;7150.0
174;V. Guimarães;18;6850.0;5800.0;5950.0
175;Moreirense;6;15900.0;13100.0;14400.0
176;Paços Ferreira;6;7750.0;5100.0;4750.0
177;Portimão;5;7100.0;4550.0;6550.0
178;FC Porto;29;15200.0;13400.0;13800.0
179;Rio Ave;-1;8150.0;6500.0;7700.0
180;V. Setúbal;5;9950.0;8350.0;8100.0
181;Sporting CP;29;15050.0;14100.0;13250.0
182;Tondela;5;12100.0;6300.0;5200.0
