105;Atlanta United FC;-1;6750.0;7900.0;6400.0
106;Chicago Fire;-1;6400.0;5900.0;7300.0
107;Colorado Rapids;6;8050.0;5850.0;6550.0
108;Columbus Crew SC;-1;11750.0;9000.0;9150.0
109;D.C. United;6;8550.0;13900.0;16300.0
110;FC Dallas;-1;11250.0;9500.0;5650.0
111;Houston Dynamo;6;4650.0;4700.0;4600.0
112;Los Angeles Galaxy;-1;10300.0;9650.0;8300.0
113;Minnesota United FC;-1;5550.0;3350.0;4850.0
114;Montreal Impact;-1;5900.0;5900.0;4400.0
115;New England Revolution;-1;11350.0;7350.0;8000.0
116;New York City FC;-1;11800.0;8800.0;14650.0
117;New York Red Bulls;-1;4950.0;5700.0;7650.0
118;Orlando City SC;6;33900.0;6800.0;13050.0
119;Philadelphia Union;-1;9550.0;10150.0;10000.0
120;Portland Timbers;-1;9550.0;6050.0;5700.0
121;Real Salt Lake;-1;3900.0;5350.0;6200.0
122;San Jose Earthquakes;-1;17500.0;8350.0;7100.0
123;Seattle Sounders;-1;4900.0;6750.0;5750.0
124;Sporting KC;-1;10450.0;6500.0;8450.0
125;Toronto FC;-1;12950.0;11100.0;8750.0
126;Vancouver Whitecaps;-1;9150.0;6150.0;6750.0
